sec	display	text
2721.280	45:21.28	of these lots. If you look very closely,
2722.880	45:22.88	there's a little color-coded thing on
2724.160	45:24.16	the border. the uh of course where the
2726.160	45:26.16	roads and buildings and terrain are. I
2727.920	45:27.92	can see the traffic levels. Um I can see
2730.319	45:30.32	the power status if power goes out to a
2732.240	45:32.24	certain area. The uh toolbar over here
2735.839	45:35.84	is organized into roughly four areas.
2739.280	45:39.28	This top area up here are the tools in
2742.560	45:42.56	the game. These are the inputs that the
2744.240	45:44.24	user is able to uh have to the
2746.720	45:46.72	simulation. This is a bulldozer. So I
2749.440	45:49.44	can level terrain of a bulldozer.
2754.480	45:54.48	This is uh a road. So
2758.720	45:58.72	each tool is basically one of three
2760.400	46:00.40	types. There's a uh basically a point
2762.319	46:02.32	select which is like drop a tree
2766.319	46:06.32	or drop water.
2768.720	46:08.72	There's a line select which is the road.
2772.319	46:12.32	And then there's an area select which
2773.680	46:13.68	would be the zones. That's like a
2776.000	46:16.00	residential zone or commercial zone is
2778.960	46:18.96	an area select. Each one of those works
2781.200	46:21.20	you know as a single click also. So the
2783.200	46:23.20	user doesn't have to worry about what
2784.240	46:24.24	mode they're in. They all if they just
2785.359	46:25.36	want to single click each one that works
2786.640	46:26.64	fine too. Um
2789.359	46:29.36	one of the things this was actually this
2790.800	46:30.80	is a sequel to the original Sim City
2792.319	46:32.32	that we did many years beforehand. One
2794.560	46:34.56	of the things we did in the interface
2796.160	46:36.16	the interface is much more complex but
2797.680	46:37.68	we tried to organize these tools
2799.520	46:39.52	actually in the same order and using
2800.800	46:40.80	similar icons to the old Sim City. So
2802.800	46:42.80	people who have played Sim City before
2804.400	46:44.40	can come into this and they know the
2805.680	46:45.68	bulldozer is going to be the top icon
2807.040	46:47.04	and the road is going to be next to the
2808.560	46:48.56	uh rail. The additional detail that we
2811.040	46:51.04	added in this basically we did in pop-up
2813.520	46:53.52	menus. So whereas Sim City had a road,
2815.839	46:55.84	this one has um five different types.
2819.119	46:59.12	Whereas Sim City had one type of
2820.480	47:00.48	residential zone, this has two. This has
2822.400	47:02.40	many different bulldozer modes.
2824.079	47:04.08	Basically, if a user just boots this up,
2825.839	47:05.84	doesn't read the manual, which is what
2827.119	47:07.12	they always do, they just click on the
2829.599	47:09.60	buttons and they work kind of like they
2830.720	47:10.72	expect them to. As they start playing
2832.400	47:12.40	with it a while, they start realizing
2833.440	47:13.44	that each of these has a pop-up menu.
2834.880	47:14.88	Some of them bring up dialogues. Uh and
2837.440	47:17.44	that's where they can start learning the
2838.880	47:18.88	program. There's nice early I mean nice
2840.560	47:20.56	easy learning ramp built into the
2842.079	47:22.08	program.
2845.359	47:25.36	These things around here are basically
2847.440	47:27.44	display functions. Uh the rotate world,
2850.480	47:30.48	zoom in, zoom out, centering tool. This
2852.640	47:32.64	sign function allows
2856.640	47:36.64	the user to put new signs in the city.
2859.440	47:39.44	Now, these are kind of important a
2861.760	47:41.76	little later on because they're used in
2864.240	47:44.24	the newspaper when an event happens. Uh
2866.720	47:46.72	you can sit there and name all the
2867.760	47:47.76	different districts of your city. You
2868.800	47:48.80	can also name the different buildings.
2870.560	47:50.56	And again, we're trying to prop up the
2873.920	47:53.92	illusion of a real city. A, we're also
2875.839	47:55.84	trying to get the user to care about the
2877.119	47:57.12	city. Now, the city thing seems to work
2879.520	47:59.52	better than, for instance, the ant
2880.720	48:00.72	colony or the planet because the user
2882.160	48:02.16	actually has a lot more creative control
2884.240	48:04.24	over the system that they're dealing
2885.680	48:05.68	with. When I do something in Sim Earth,
2887.839	48:07.84	you know, no matter what I do, it's
2889.119	48:09.12	going to be erased in a billion years of
2890.800	48:10.80	erosion. Uh, in Sim City, I build a road
2893.599	48:13.60	and it stays there most of the time as
2894.720	48:14.72	long as I fund it and repair it after
2896.240	48:16.24	fires and whatnot. There's a lot more
2897.760	48:17.76	permanence to Sim City. So, as a
2899.599	48:19.60	consequence, after I've been playing the
2901.520	48:21.52	game a while, what I've got on the
2903.200	48:23.20	screen is something very much that I've
2905.280	48:25.28	created. You know, I've built a model of
2906.640	48:26.64	a city as a player. In Summer Earth,
2909.839	48:29.84	I've done the same thing,
2914.800	48:34.80	but the changes I made just are not
2916.319	48:36.32	permanent. The bottom level down here
2918.880	48:38.88	are uh additional windows or actually
2922.480	48:42.48	pallets I can bring up. This is a uh the
2925.119	48:45.12	map which again here we're pretty much
2928.319	48:48.32	have replaced with the zoom out level of
2930.240	48:50.24	this window. But this little map allows
2932.319	48:52.32	us to bring up the data layers. So for
2934.079	48:54.08	instance, I can show uh the crime and it
2937.119	48:57.12	will be mapped onto this map over here.
2939.920	48:59.92	We actually originally designed this
2941.280	49:01.28	little map as a diamond shape to match
2943.760	49:03.76	the orientation of that. Users found
2945.599	49:05.60	that totally confusing. Um we changed it
2948.400	49:08.40	to this. it was still confusing because
2950.240	49:10.24	the user had to make basically a 45
2952.559	49:12.56	degree rotation in their mind between
2954.960	49:14.96	what they're seeing on this map and what
2956.800	49:16.80	they're seeing on that map. Um, we
2959.040	49:19.04	almost took it out altogether and just
2960.720	49:20.72	left it as the uh selection icon, but uh
2964.319	49:24.32	for some reason we didn't. I don't
2966.000	49:26.00	remember why. Um, but most people never
2969.040	49:29.04	You could also grow this and use this as
2970.480	49:30.48	your primary map if you wanted to. Some
2972.480	49:32.48	people felt more comfortable with this
2973.760	49:33.76	map, but not many. Most people brought
2975.760	49:35.76	this up, used it basically just for the
2977.520	49:37.52	icons on the side. to uh apply to the
2980.079	49:40.08	bigger map and you can zoom in and use
2981.760	49:41.76	the same controls and get a detailed
2983.040	49:43.04	area. I can actually toggle between so I
2985.200	49:45.20	can look at where the highest crime
2987.040	49:47.04	areas are in relation to the buildings
2988.480	49:48.48	and structures there. Um these are
2991.680	49:51.68	graphs, boring graphs. These are uh
2994.480	49:54.48	population cohort graphs. In this model,
2997.359	49:57.36	what you do over time is uh in a lot of
2999.520	49:59.52	ways represented here in terms of to
3002.319	50:02.32	bring certain industries into my city.
3004.480	50:04.48	There's actually a national economic
3006.160	50:06.16	model in the game. So around the turn of
3008.240	50:08.24	the century, steel is a big national
3010.960	50:10.96	demand industry. So are textiles.
3013.680	50:13.68	Prochemical kicks in around uh the 50s.
3017.040	50:17.04	Uh media electronics kick in a little
3019.680	50:19.68	bit later. So if you want your city to
3023.280	50:23.28	grow on the industrial base, you
3024.960	50:24.96	actually have to have the right kind of
3026.720	50:26.72	uh labor force. So for instance, if I
3028.640	50:28.64	want to get heavily into electronics, I
3030.160	50:30.16	have to have a pretty high education
3031.760	50:31.76	level. This is the education level
3033.599	50:33.60	currently in my city broken down by age
3036.400	50:36.40	grouping. Um I address this actually by
3039.119	50:39.12	building schools, museums, libraries.
3041.920	50:41.92	Each one of those buildings applies to a
3043.920	50:43.92	different uh age range on this bar
3045.520	50:45.52	graph. If I build primary schools, it's
3047.440	50:47.44	going to boost the bars on the 0ero to
3049.760	50:49.76	10 year old range. Over time, these bars
3052.480	50:52.48	obviously scroll to the side. The area
3054.480	50:54.48	between 20 years old and 55 years old is
3056.640	50:56.64	considered the workforce. That's
3058.160	50:58.16	averaged into this EQ here. that average
3061.280	51:01.28	is going to affect these uh industrial
3066.160	51:06.16	how many of these industries will come
3067.200	51:07.20	into your city and how fastly how fast.
3069.680	51:09.68	So this is the kind of problem we were
3072.240	51:12.24	trying to get the user to confront in
3073.520	51:13.52	this game. Long-term planning issues
3078.240	51:18.24	like in Sim Earth on the very bottom
3080.000	51:20.00	here. So, we've gone through the tools
3081.520	51:21.52	up here, display items there, additional
3083.920	51:23.92	windows and clutter there, and the
3086.160	51:26.16	bottom
3087.839	51:27.84	we have filters. This uh information
3092.480	51:32.48	here, information window here was too
3094.960	51:34.96	complex for certain uh tactical things
3097.760	51:37.76	that the users were trying to do. So,
3098.960	51:38.96	these basically allow the user to turn
3100.480	51:40.48	off parts of the data that are being
3102.960	51:42.96	seen.
3104.880	51:44.88	I might just want to see the terrain or
3106.240	51:46.24	just the road network in isolation. Um,
3109.200	51:49.20	another major part of this game uh
3111.599	51:51.60	requires that you build underground
3112.880	51:52.88	infrastructure. This shows you the
3114.880	51:54.88	underground infrastructure in the city
3116.800	51:56.80	where you're building subways, water
3118.319	51:58.32	manes, and such.
3121.920	52:01.92	The uh now like like the Gaia and Sim
3126.400	52:06.40	Earth, we were trying to find a way to
3127.760	52:07.76	collapse information here to give the
3129.200	52:09.20	user a very quick thumbnail on how they
3130.960	52:10.96	were doing. And so we spent a lot of
3132.880	52:12.88	time building this with limited success.
3135.599	52:15.60	Um, what this is, it's the newspaper
3137.599	52:17.60	that you can get in your city. As your
3138.800	52:18.80	city gets larger, you can actually
3140.480	52:20.48	subscribe to different newspapers. Each
3141.920	52:21.92	one has a different slant on the news, a
3143.599	52:23.60	different layout. Um, but most of what
3146.960	52:26.96	you see in the newspaper actually is an
3149.520	52:29.52	output from the simulation model. Uh,
3151.839	52:31.84	you can actually click on the articles
3154.079	52:34.08	and it kind of randomly generates an
3156.720	52:36.72	article trying to randomly describing a
3159.599	52:39.60	real problem. Um
3163.280	52:43.28	they also describe uh the current things
3166.880	52:46.88	that the uh residents are having
3168.400	52:48.40	problems with. You know like this one
3169.680	52:49.68	for instance this article is telling us
3170.880	52:50.88	that we need more power having too many
3172.240	52:52.24	brownouts. Um this is giving us a sense
3175.440	52:55.44	of the weather weather model which has
3176.880	52:56.88	certain inputs. This uh some of the
3179.280	52:59.28	papers have editorial sections where
3180.960	53:00.96	basically it's a critique of you and
3183.280	53:03.28	talking about the major problems you
3185.520	53:05.52	have to deal with. So right now
3186.720	53:06.72	education is probably a major problem.
3188.319	53:08.32	it's probably high on the list of
3189.440	53:09.44	problems that are bubbling up in the
3190.640	53:10.64	thing. So, this in essence is another
3192.559	53:12.56	type of data filter. We're trying to
3194.079	53:14.08	take all the data maps inside of the
3195.760	53:15.76	city, collapse them down into a in a way
3198.559	53:18.56	that most people are familiar with. Most
3200.079	53:20.08	people find out about the problems in
3201.440	53:21.44	their city by reading the newspaper. Um,
3203.839	53:23.84	I only wish that the technology
3206.400	53:26.40	would have been a lot better so that we
3207.680	53:27.68	could have made the newspaper much more
3208.960	53:28.96	interesting to read. What this actually
3210.240	53:30.24	was was kind of a Mad Libs thing where
3212.720	53:32.72	we had hundreds of articles like a power
3214.880	53:34.88	shortage article and we replace strings
3217.040	53:37.04	like the people and place names and some
3219.040	53:39.04	adjectives to give it some random uh
3221.440	53:41.44	most people burned out on this after
3222.800	53:42.80	about oh two weeks. You know, they'd
3226.319	53:46.32	read it for two weeks, then they'd play
3227.520	53:47.52	the game without it entirely. So, it was
3229.599	53:49.60	kind of limited there. Um,
3233.200	53:53.20	one of the things I noticed when we were
3234.720	53:54.72	working on the original Sim City, we had
3237.119	53:57.12	basically you build the city. We had all
3238.400	53:58.40	these tools. We had bulldozer, uh,
3241.040	54:01.04	roads, zones. I show it to people and
3243.119	54:03.12	said, "Look, here you can build the
3244.000	54:04.00	city. It's really cool." The first thing
3245.440	54:05.44	they would do is they would find the
3246.880	54:06.88	bulldozer because it was the first tool
3248.160	54:08.16	and they'd try it, you know,
3250.960	54:10.96	and generally it'd blow something up,
3252.240	54:12.24	you know, you'd be bulldozing a building
3253.520	54:13.52	and they'd say, "Hey, that's cool." And
3254.880	54:14.88	then they'd start attacking the city
3255.920	54:15.92	with a bulldozer like this.
3258.800	54:18.80	And so they would sit there. It was kind
3260.640	54:20.64	of like poking an ant colony with a
3261.839	54:21.84	stick to see what happens. They had to
3264.000	54:24.00	perturb the system to get a sense of,
3266.319	54:26.32	you know, is it fragile or not? Or is
3267.760	54:27.76	this a painting or is it really a
3269.040	54:29.04	simulation? So it was like they were
3270.720	54:30.72	testing the validity validity of the
3272.640	54:32.64	simulation by poking at it and watching
3274.559	54:34.56	it break. Um, and this is almost
3277.760	54:37.76	universal kids and adults. Uh, and this
3279.920	54:39.92	is just with a bulldozer. So we decided
3283.359	54:43.36	to name that the Calvin syndrome. you
3285.280	54:45.28	know, these people wanted to go in and
3286.960	54:46.96	cause, you know, wreck havoc on these
3288.800	54:48.80	things, especially if they didn't build
3290.160	54:50.16	it. You know, the these are cities I
3291.599	54:51.60	built and I labored over for hours and
3292.800	54:52.80	hours. Look at my beautiful city. Oh,
3294.240	54:54.24	I'll destroy it for you. And so, that's
3296.800	54:56.80	when we put in the disaster menu. Um, so
3299.920	54:59.92	in this one, you know, one of the things
3301.280	55:01.28	a lot of people like to do is they'll
3302.400	55:02.40	spend hours building up a city and then
3304.160	55:04.16	kind of like the uh semant random mode
3306.640	55:06.64	or experimental mode, except in this
3308.000	55:08.00	case, I can, you know, bring some
3309.280	55:09.28	disaster on my city. I can call in a
3311.200	55:11.20	tornado
3312.800	55:12.80	um or an earthquake
3315.760	55:15.76	or a monster or everything all at once.
3321.280	55:21.28	Usually, you know, these are fairly
3323.119	55:23.12	major. They destroy the city, but people
3324.880	55:24.88	just kind of like seeing the thing go
3326.160	55:26.16	down in ruins. It's like, you know, uh I
3328.400	55:28.40	guess Nero and the fiddle or whatever.
3330.559	55:30.56	The uh
3332.640	55:32.64	we did this in the original Sim City. We
3334.160	55:34.16	kind of expanded on it in this one. We
3336.559	55:36.56	uh one of the things you can do before
3338.160	55:38.16	you get into the really full-blown plan
3340.079	55:40.08	out the city in every little detail is
3342.160	55:42.16	that you can play scenarios um which are
3344.480	55:44.48	pre-built cities with certain disasters
3346.559	55:46.56	or problems that you have to solve. Um
3349.200	55:49.20	this is one of the ones I did that I
3352.160	55:52.16	like because uh my home burned down in
3354.640	55:54.64	Oakland Hills fire several years ago and
3356.960	55:56.96	that was about uh a little about a year
3359.520	55:59.52	and a half before we released this. So I
3362.400	56:02.40	decided I'd put in the Oakland Hills
3363.680	56:03.68	scenario and I put in my house. This is
3365.119	56:05.12	my house up here on the hill. That's
3366.880	56:06.88	where it really was. But now I can play
3368.799	56:08.80	the game and I can go and I can dispatch
3370.240	56:10.24	all the firefighters to save my house
3372.960	56:12.96	and let the rest of Oakland burn down.
3376.640	56:16.64	But uh
3379.280	56:19.28	so at this level, Sim City becomes very
3381.200	56:21.20	tactical. Um the time scale actually
3384.079	56:24.08	freezes to real time for the most part.
3386.799	56:26.80	Uh the uh
3390.799	56:30.80	it's really funny the disaster thing
3392.400	56:32.40	because I think people have to see how
3395.599	56:35.60	fragile a system is before they really
3398.240	56:38.24	appreciate
3400.079	56:40.08	um building it. When people would
3402.400	56:42.40	destroy the cities after I showed it to
3404.000	56:44.00	them, they'd burn out on that usually
3405.359	56:45.36	after about half an hour. They'd, you
3406.559	56:46.56	know, blow them up, burn them down, hit
3408.079	56:48.08	them with an earthquake. Then they'd
3409.680	56:49.68	start rebuilding the city and they'd
3411.119	56:51.12	start realizing how much more
3412.880	56:52.88	interesting that was. It's almost like
3414.319	56:54.32	they had to get the destruction out of
3415.680	56:55.68	their system first before they
3417.680	56:57.68	appreciated, you know, that part. And
3419.359	56:59.36	then once they started building the
3420.559	57:00.56	city, they had invested so much time in
3422.960	57:02.96	building it. Some people would spend 10,
3424.400	57:04.40	20 hours building one city that they
3426.319	57:06.32	really empathized with it. You know,
3427.599	57:07.60	then when the uh when the earthquake hit
3430.480	57:10.48	randomly, you know, because they do
3431.599	57:11.60	happen randomly also, they would say,
3433.920	57:13.92	you know, oh, I've been hit by an
3434.960	57:14.96	earthquake, you know, they wouldn't say
3435.920	57:15.92	my my city's been hit by an earthquake.
3437.359	57:17.36	They'd really identify and say, I've
3438.880	57:18.88	been hit by the earthquake. Um
3441.839	57:21.84	on this side we I think we did a pretty
3444.079	57:24.08	good job whereas the sim earth was uh
3446.400	57:26.40	too hard too complex very difficult for
3448.799	57:28.80	the users to understand the conceptual
3450.319	57:30.32	mapping of the simulation and sim ant
3453.040	57:33.04	was too easy. Um this was kind of the
3455.839	57:35.84	just right in terms of what I think the
3458.160	57:38.16	uh complexity of the simulation turned
3459.599	57:39.60	out and the visualization of it. Not
3462.319	57:42.32	doing too good saving my house here but
3464.319	57:44.32	uh the uh the only real criticism we got
3467.359	57:47.36	from this was more from the educational
3468.880	57:48.88	side. A lot of people, a lot of
3470.240	57:50.24	educators use these in schools primarily
3473.119	57:53.12	uh K through 12. And most of the
3476.480	57:56.48	educators wanted in this game the model
3478.559	57:58.56	to be more explicit. They wanted to know
3480.000	58:00.00	the algorithms for why crime happens,
3482.160	58:02.16	what causes traffic, what causes
3483.680	58:03.68	pollution. Um
3486.480	58:06.48	and perhaps, you know, it really it
3489.200	58:09.20	needs a different design. I'm thinking
3490.480	58:10.48	that, you know, we were really focusing
3491.839	58:11.84	here on maintaining the illusion of
3493.119	58:13.12	reality with things like the newspapers
3494.960	58:14.96	and collapsing all the data into one
3496.480	58:16.48	display. And in some sense uh that
3499.520	58:19.52	requires almost a more structural view
3501.119	58:21.12	of the system more like Sim Earth had.
3503.599	58:23.60	Uh so this is again one of these things
3505.920	58:25.92	where you have these two things in
3506.960	58:26.96	opposition. Uh
3509.839	58:29.84	this is most of what I wanted to show
3511.599	58:31.60	you. Um I'd like to open it up just to
3513.599	58:33.60	questions and get a little more
3515.520	58:35.52	interactive at this point. Uh
3521.119	58:41.12	teaches those things that are missing
3522.559	58:42.56	from
3525.520	58:45.52	models that are
3528.640	58:48.64	Oh,
3530.319	58:50.32	can you tell me about courseware that
3531.760	58:51.76	people have developed that teach those
3533.440	58:53.44	things that the educators want to know
3535.760	58:55.76	about?
3536.559	58:56.56	Yeah. Um you're talking about uh I
3538.720	58:58.72	assume like hard copy as opposed to in
3540.400	59:00.40	software. Yeah. Well, we have for each
3542.160	59:02.16	one of our products, we have what's
3543.280	59:03.28	called a teacher edition and we have
3545.119	59:05.12	lesson manuals for each one which
3547.359	59:07.36	generally try to take the programs
3548.640	59:08.64	through bite-sized chunks, usually
3550.160	59:10.16	something that can be accomplished in a
3551.359	59:11.36	30-inut time period. So, they students
3554.400	59:14.40	might concentrate on mapping in one time
3556.160	59:16.16	period or traffic in another time
3558.160	59:18.16	period. And then it would be related to
3559.760	59:19.76	a social studies course. One of the
3561.440	59:21.44	difficulties that educators have had
3562.799	59:22.80	with these products is that we've
3564.400	59:24.40	primarily been going at these with an
3566.400	59:26.40	interdisciplinary approach. Um and so
3569.599	59:29.60	there's not always an appropriate
3570.880	59:30.88	classroom to teach these subjects in. It
3573.280	59:33.28	usually gets lumped into either the
3574.559	59:34.56	computer science curriculum or social
3576.160	59:36.16	studies or in some cases earth science
3578.880	59:38.88	is becoming you know lower and lower
3580.400	59:40.40	grade levels and sim is a little more
3582.720	59:42.72	but nobody takes ant behavior you know
3585.760	59:45.76	even though there a lot of valuable
3586.799	59:46.80	lessons to be learned there but uh
3589.599	59:49.60	that's kind of the other one of the
3591.280	59:51.28	other hurdles I think we're hitting in
3592.640	59:52.64	the education but you know it is being
3594.160	59:54.16	used.
3595.359	59:55.36	Other questions? Yeah,
3600.160	1:00:00.16	you talked a couple times about trying
3602.079	1:00:02.08	things out on groups before you put it
3604.559	1:00:04.56	into the final um final design that you
3607.280	1:00:07.28	released. How did you structure those
3608.960	1:00:08.96	trials? Who did you use? What kinds of
3611.200	1:00:11.20	things did you do? What did you watch
3612.480	1:00:12.48	for?
3614.000	1:00:14.00	Very very informally and we've tried a
3615.920	1:00:15.92	lot of things. Um as we've gotten bigger
3617.760	1:00:17.76	and we have some money in the bank, we
3618.880	1:00:18.88	can do real focus groups now. Um, we've
3621.680	1:00:21.68	started doing that both uh toward the
3623.760	1:00:23.76	end of a product to get a sense of how
3625.359	1:00:25.36	users would view this, but also at the
3628.000	1:00:28.00	beginning of the product before we've
3629.040	1:00:29.04	done any code development and presenting
3630.480	1:00:30.48	them with concepts and artist sketches.
3632.559	1:00:32.56	Um, we've avoided, I think, some costly
3634.480	1:00:34.48	blenders that way. But most of what we
3637.119	1:00:37.12	do, and I'd say the most value comes
3638.480	1:00:38.48	from informal testing, showing new
3640.160	1:00:40.16	people. Uh, I've got a nine-year-old
3642.559	1:00:42.56	daughter. I show her all the time. Her
3644.000	1:00:44.00	friends come in, I show them, I show it
3646.000	1:00:46.00	to adults. To me, I kind of look at the
3648.319	1:00:48.32	uh the spectrum between kids and adults,
3650.160	1:00:50.16	how they relate to it. And so, in some
3652.079	1:00:52.08	sense, we're targeting the demographic
3653.440	1:00:53.44	with these products. And we found that,
3655.280	1:00:55.28	you know, we kind of learned that lesson
3656.319	1:00:56.32	on Sim Ant that we might have had a
3658.079	1:00:58.08	really fun game, but if we target the
3659.280	1:00:59.28	wrong demographic, uh commercially, it
3662.240	1:01:02.24	might not be the success it could be. Um
3664.160	1:01:04.16	or we might have taken different design
3665.760	1:01:05.76	paths had we known what the real
3667.119	1:01:07.12	demographic was. So, one of the things
3669.839	1:01:09.84	we try to identify early is the
3671.520	1:01:11.52	demographic we're targeting. And then we
3673.680	1:01:13.68	get into gameplay issues and the
3676.079	1:01:16.08	interface issues in terms of what
3677.359	1:01:17.36	confuses somebody that seems to be a lot
3679.920	1:01:19.92	easier. I can show that to somebody in
3681.119	1:01:21.12	our accounting department who doesn't
3682.240	1:01:22.24	even like games and you know I can spend
3684.559	1:01:24.56	10 minutes and if I can't get them to
3685.839	1:01:25.84	figure it out I know there's a problem.
3687.599	1:01:27.60	Um generally the kids will sit there and
3689.680	1:01:29.68	they'll figure it out through trial and
3691.040	1:01:31.04	error. You know they have the patience
3692.319	1:01:32.32	and they kind of enjoy the failure but
3694.799	1:01:34.80	uh the adults really are a good test for
3696.559	1:01:36.56	that you know.
3700.000	1:01:40.00	Yeah.
3702.319	1:01:42.32	you.
3705.280	1:01:45.28	Hi. Um, hi.
3706.720	1:01:46.72	So, you use you say we here and I guess
3709.839	1:01:49.84	I'm interested in a little more about,
3712.240	1:01:52.24	you know, how you work with your various
3714.720	1:01:54.72	colleagues, you know, how you set up the
3717.440	1:01:57.44	group. Do you have an ant expert? You
3719.359	1:01:59.36	know what,
3721.119	1:02:01.12	you know, what what's the team like?
3723.280	1:02:03.28	Well, generally on all these products,
3725.680	1:02:05.68	I've done the research because that's
3726.880	1:02:06.88	the part I really enjoy. Um, it's
3730.079	1:02:10.08	evolved over time. you know, the the
3731.520	1:02:11.52	kind of projects I'm doing now involve
3733.200	1:02:13.20	bigger teams. Uh I'm doing very little
3735.520	1:02:15.52	if any coding. Um on the current
3737.680	1:02:17.68	projects I'm working on, I'm usually
3739.119	1:02:19.12	doing conceptual coding or working out
3740.880	1:02:20.88	simulator tricks, things like that. Uh
3743.440	1:02:23.44	on most of these projects I've shown
3744.559	1:02:24.56	you, I wrote about half the code in the
3745.760	1:02:25.76	product. So I was heavily involved in
3747.920	1:02:27.92	all the details. I'm still trying to be
3749.359	1:02:29.36	involved on the design side. Um on these
3752.880	1:02:32.88	projects, each one of these I shown you,
3755.040	1:02:35.04	Sim Earth, Sim Ant, and Sim City, it was
3757.440	1:02:37.44	me and one other person in a very close
3759.119	1:02:39.12	collaboration. um with Sim Earth and Sim
3761.920	1:02:41.92	City, it was the same person uh for both
3764.480	1:02:44.48	those projects. Um most of it really was
3767.760	1:02:47.76	through discussion with the other
3769.119	1:02:49.12	person. You know, I'd come up with an
3770.160	1:02:50.16	idea, he'd tell me what a terrible idea
3771.760	1:02:51.76	it was, he'd come up with an idea, we'd
3774.079	1:02:54.08	end up with some compromise in between,
3775.839	1:02:55.84	and that was pretty well targeted toward
3778.240	1:02:58.24	the final solution, except in a couple
3779.680	1:02:59.68	cases. If we couldn't figure it out
3780.960	1:03:00.96	between ourselves, and it wasn't an
3782.160	1:03:02.16	obvious um solution, that's when we
3784.799	1:03:04.80	would start showing it to people. We'd
3786.079	1:03:06.08	both kind of broaden the discussion with
3788.319	1:03:08.32	more people. Um, that process is
3790.720	1:03:10.72	evolving as these games get more
3792.160	1:03:12.16	complex. The current games we're working
3793.359	1:03:13.36	on are far more complex than what I've
3795.039	1:03:15.04	shown you today. Um, so now we're into a
3798.160	1:03:18.16	design process that usually involves
3800.640	1:03:20.64	three or four, five people, but
3803.359	1:03:23.36	depending on whose project it is, there
3804.720	1:03:24.72	has to be one person with the X on their
3806.799	1:03:26.80	back that's going to call the shots. So,
3808.319	1:03:28.32	you might have a group discussion over
3810.319	1:03:30.32	is this icon blue or red or is this game
3812.880	1:03:32.88	about ants or planets, but some person
3815.119	1:03:35.12	has got to be pulling that thing
3816.079	1:03:36.08	through. I've never seen a product
3817.200	1:03:37.20	design through a committee that came out
3819.680	1:03:39.68	well. You really have to have one
3820.880	1:03:40.88	vision, I think, behind it. Um, and it's
3823.920	1:03:43.92	really hard to communicate that vision.
3825.359	1:03:45.36	I spend a lot of my time time trying to
3827.280	1:03:47.28	do that. I have this idea in the back of
3828.720	1:03:48.72	my head about why it would be so cool to
3830.559	1:03:50.56	have a simulation of a thunderstorm and
3832.559	1:03:52.56	what it would look like and what the
3833.920	1:03:53.92	visuals would be like. And this is a
3836.079	1:03:56.08	real example. I go around explaining
3837.599	1:03:57.60	this to people and they stare at me with
3838.720	1:03:58.72	a blank stare, you know, because I'm
3840.480	1:04:00.48	seeing these things in my head, these
3841.599	1:04:01.60	elaborate threedimensional displays and
3843.280	1:04:03.28	these I kind of know what the simulation
3844.799	1:04:04.80	would be and the kind of expected
3846.240	1:04:06.24	emergent behavior coming out of the
3847.760	1:04:07.76	system. I just cannot convey that to
3850.240	1:04:10.24	somebody to the point where they're
3852.079	1:04:12.08	going to drop a half million dollars on
3853.599	1:04:13.60	it to develop a game. Um, luckily I'm in
3856.160	1:04:16.16	the point where I can kind of push it
3857.039	1:04:17.04	through and make it happen, you know,
3858.240	1:04:18.24	just because they'll trust me on it. But
3860.799	1:04:20.80	I think uh in our industry that's kind
3863.599	1:04:23.60	of a really big issue. you have uh on
3866.079	1:04:26.08	the financial side, people want control,
3868.000	1:04:28.00	they want predictability, they don't
3869.760	1:04:29.76	know what you're talking about, but you
3870.960	1:04:30.96	really all have to have one person with
3872.720	1:04:32.72	that idea all the way through from form
3875.680	1:04:35.68	to style to mechanics to plumbing about
3878.640	1:04:38.64	how to make that idea happen. So yeah,
3884.400	1:04:44.40	who are your customers? What are they
3886.160	1:04:46.16	like? And I'm talking about the people
3887.839	1:04:47.84	who buy the product initially and then
3889.920	1:04:49.92	also the ones who are repeat or um
3892.480	1:04:52.48	really committed users. I'm thinking of
3895.039	1:04:55.04	demographics and also other
3896.480	1:04:56.48	characteristics of these customers.
3898.880	1:04:58.88	Well, obviously it varies by product. We
3900.319	1:05:00.32	have other products that I haven't shown
3901.359	1:05:01.36	today which are more kid-based. We have
3903.359	1:05:03.36	Sim Town which is kind of like Sim City.
3904.960	1:05:04.96	Yeah, I'm thinking say for the Sim Sim
3906.480	1:05:06.48	City 2000 that we just
3907.760	1:05:07.76	like the kind of things I've shown
3908.559	1:05:08.56	today. Generally, our demographic um
3912.000	1:05:12.00	falls between about 20 and 35 or 40.
3915.760	1:05:15.76	It's actually surprisingly old for
3917.599	1:05:17.60	computer games. Uh when we do focus
3920.160	1:05:20.16	groups um we'll invite people who are
3923.599	1:05:23.60	registered customers. So we recently had
3926.319	1:05:26.32	a focus group for the next version of
3927.599	1:05:27.60	Sim City, the next generation we're
3928.799	1:05:28.80	working on and we pulled kind of a
3930.319	1:05:30.32	random sampling of Sim City 2000
3932.079	1:05:32.08	customers. The age ranges were
3934.000	1:05:34.00	surprisingly high. I mean there were
3935.200	1:05:35.20	some people in there that were 60 65
3936.720	1:05:36.72	years old that were avid gamers which
3939.200	1:05:39.20	kind of surprised me. There's uh in the
3941.119	1:05:41.12	game field basically there almost three
3944.319	1:05:44.32	major areas. There's kind of the kids
3947.039	1:05:47.04	early education market and that's
3949.359	1:05:49.36	primarily the purchase decision there is
3951.520	1:05:51.52	adult-based. I mean the parent based.
