start_sec	end_sec	text
3206.330	3210.050	there at different scales but when you
3208.130	3212.780	go back there we have to regenerate the
3210.050	3217.220	content and so a lot of this is us kind
3212.780	3219.170	of propping up the illusion of thousands
3217.220	3220.460	and millions of things all running at
3219.170	3223.640	the same time but we're really doing
3220.460	3224.840	with abstraction and regeneration so to
3223.640	3226.250	give you a little bit better example of
3224.840	3227.960	that is we pull back from this now at
3226.250	3230.120	some point I can upgrade my UFO and
3227.960	3231.860	eventually I earn the ability to pull
3230.120	3234.530	all the way out from our home solar
3231.860	3236.300	system to the interstellar view so this
3234.530	3237.980	is a region of interstellar space around
3236.300	3238.940	our home system with other stars we have
3237.980	3240.380	a lot of other things that you might see
3238.940	3243.350	in the Hubble telescope things like
3240.380	3244.480	black holes nebula etc we can fly to
3243.350	3247.750	each one of these
3244.480	3249.880	and these are in many cases worlds
3247.750	3251.950	created by the computer in other cases
3249.880	3253.390	the worlds created by other players so
3251.950	3256.539	if we zoom into one of these worlds here
3253.390	3259.559	one of these new solar systems we now
3256.539	3261.880	see different set of planets here and so
3259.559	3264.069	this one close to the Sun is very hot
3261.880	3265.420	rocky planet this one it would be a big
3264.069	3266.680	terraforming challenge we can pull down
3265.420	3269.079	like the last planet was a very
3266.680	3270.640	imaginative kind of almost Disney like
3269.079	3272.049	planet this is in fact a much more
3270.640	3273.609	realistic planet this is very much like
3272.049	3276.010	the early Earth was about 4 billion
3273.609	3281.500	years ago kind of a hot volcanic world
3276.010	3285.760	here pull down to the surface we could
3281.500	3286.930	bring up the sound a little bit some of
3285.760	3288.680	these worlds as you're exploring them
3286.930	3290.359	you'll come across things
3288.680	3291.920	there might be hailing artifacts or
3290.359	3294.920	things you can kind of scan into your
3291.920	3297.950	UFO so there's a whole kind of astok
3294.920	3300.020	exploring this vast world and the fact
3297.950	3301.849	that we can generate an infinity these
3300.020	3305.299	worlds kind of means that never you
3301.849	3306.529	never run out of things to explore a lot
3305.299	3307.970	of these planets are going to be in
3306.529	3309.680	higher civilizations that other players
3307.970	3311.420	have created that are brought down to
3309.680	3313.520	your computers copies and so as you play
3311.420	3314.630	the game it's keeping track of not just
3313.520	3316.130	the creatures that you've designed but
3314.630	3318.440	in the entire planets because you can
3316.130	3319.730	sculpt entire planets once you get to
3318.440	3321.170	this level with the UFO so here's
3319.730	3324.079	another world let's go over this is
3321.170	3325.970	actually got civilization on it and this
3324.079	3327.200	world is orbiting this gas giant it's
3325.970	3330.230	actually kind of a moon around this gas
3327.200	3332.539	giant here and this was created by
3330.230	3333.559	another player but it's asynchronous in
3332.539	3336.230	other words the other player is not
3333.559	3337.369	online right now what happened is the
3336.230	3338.359	computers observe the way the other
3337.369	3340.150	player played this they might have
3338.359	3343.700	played this is a very peaceful race or
3340.150	3345.559	trading people or explorers and the
3343.700	3347.359	computer tries to stay fairly consistent
3345.559	3350.089	with the way that player has basically
3347.359	3353.029	programmed their behavior so we're gonna
3350.089	3356.539	go up and read them do your impacts on
3353.029	3358.039	that planet register on it permanently I
3356.539	3360.319	mean that will they be there for the
3358.039	3361.730	player when that player returns - well
3360.319	3362.869	see one of the points of this is that we
3361.730	3365.210	want every player to be able to be a
3362.869	3366.920	hero in their own universe and so I want
3365.210	3368.420	to be able to do whatever I want to do
3366.920	3370.640	on this planet without ruining that
3368.420	3371.960	players experience so this is where it's
3370.640	3373.910	asynchronous and this is why I'm playing
3371.960	3375.260	with a copy but at the same time the
3373.910	3376.670	other player is gonna get a report of
3375.260	3378.529	how many people came in and trashed his
3376.670	3380.359	world or made alliances with it or
3378.529	3382.160	whatever so you get reports back from
3380.359	3383.480	what we call the meta verse which is all
3382.160	3386.660	the parallel universes that people are
3383.480	3388.549	prizes again so these guys are kind of
3386.660	3390.319	wondering why we here you know at this
3388.549	3392.650	point I might try maybe firing some
3390.319	3392.650	fireworks
3392.990	3395.950	okay they like that
3397.800	3403.360	you better
3400.300	3404.980	now the relationships I can develop with
3403.360	3406.090	these other races go number of different
3404.980	3408.010	ways we could end up being trading
3406.090	3411.610	partners we can end up you know forming
3408.010	3415.120	an alliance or Federation well in this
3411.610	3417.910	case they decided to worship us so as
3415.120	3420.840	gods had tiring yeah so we might pick
3417.910	3420.840	one of them up and bring them with us
3421.260	3427.600	okay so they didn't like that's how we
3424.300	3430.540	treat each other that was bad okay that
3427.600	3434.380	we treat us but I have weapons somewhere
3430.540	3437.020	here oh here we go yes shoot back at
3434.380	3438.790	least I have to take off this planet
3437.020	3443.880	Earth sorry basically inadvertently
3438.790	3443.880	smart though interplanetary war here
3446.790	3454.710	kind of a major Americans are doing that
3448.830	3458.040	yeah that's about right keep your hands
3454.710	3459.359	to yourself no comment there okay
3458.040	3460.859	obviously taking out their defenses and
3459.359	3462.240	so now I can do whatever I want with
3460.859	3465.810	them but uh at this point I should
3462.240	3467.430	probably run you know them out it was an
3465.810	3469.260	accident you know actually the thing
3467.430	3479.430	that we found is that the terrifying to
3469.260	3481.020	intelligence was wrong yeah I can erase
3479.430	3482.730	the evidence just by bringing a few
3481.020	3484.280	comments down this is actually
3482.730	3487.710	terraforming tools that we use for
3484.280	3488.970	bringing oceans to a planet and so if I
3487.710	3490.800	drop enough comets on here the ocean
3488.970	3492.359	levels will start rising here and I
3490.800	3496.710	could eventually erase what I've done
3492.359	3500.850	hopefully this is the global warming
3496.710	3508.099	fast-forward version you can pretty much
3500.850	3510.829	we create here we should do it
3508.099	3512.269	alright now as we point now we don't
3510.829	3517.400	know if this is you know the home rolled
3512.269	3527.209	of this species or just a colony okay so
3517.400	3528.920	they're upset sorry as we pull away from
3527.209	3533.509	this we're getting another message on
3528.920	3534.920	our comm screen okay so we just started
3533.509	3536.539	a war and in fact that was just one of
3534.920	3539.839	their colonies so now we have to head
3536.539	3541.339	home to defend our umbrella but so this
3539.839	3543.680	region of space we're looking at here
3541.339	3545.119	represents several thousand stars you
3543.680	3546.469	know the player can explore you know
3545.119	3548.900	many of which are player generated
3546.469	3550.430	meaning of widget computer generated but
3548.900	3552.140	even this represents just a very small
3550.430	3553.849	fraction of the entire world the player
3552.140	3556.999	can actually plan we're actually dealing
3553.849	3559.039	with several million worlds that are all
3556.999	3560.630	unique and the only way that can
3559.039	3562.099	actually happen is the fact that the
3560.630	3563.299	world is continually this galaxy is
3562.099	3565.069	communally being created by the
3563.299	3568.249	collective efforts of a million players
3565.069	3570.380	as they play and underneath all of that
3568.249	3572.569	is the power of these generative systems
3570.380	3574.670	and you know giving the players that
3572.569	3576.140	kind of amplification you know through
3574.670	3578.569	these editors you know that those
3576.140	3582.390	generative systems provide but so that's
3578.569	3590.820	the Spore demo fantastic Thanks
3582.390	3590.820	[Applause]
3591.540	3599.490	so I think we're right on time for the
3593.670	3602.840	Q&A stuff right so stuarti you're gonna
3599.490	3607.460	read the questions or should we just
3602.840	3609.780	okay well I've had a question if
3607.460	3611.370	requests if you can put your screen down
3609.780	3615.930	a bit the people who have been wondering
3611.370	3618.980	always looks like for a while here's a
3615.930	3623.910	question from looks like Bert Balki
3618.980	3627.060	where are you there okay do either of
3623.910	3629.400	you have any comments on how you we
3627.060	3631.890	should think about intellectual property
3629.400	3635.010	and authorship in a world of generative
3631.890	3636.990	design that's a very interesting
3635.010	3639.690	question which as you can imagine I've
3636.990	3641.490	thought about a fair amount I've just I
3639.690	3644.220	just released a new thing which is
3641.490	3650.840	called 77 million paintings by Brian Eno
3644.220	3655.590	it's a it's a generative work 77 million
3650.840	3658.050	77 million yeah and it's a piece of
3655.590	3660.030	software and there was a lot of
3658.050	3662.160	discussion about how he would protect
3660.030	3666.240	the results of this so I decided to
3662.160	3668.340	finally put a sign on it which says any
3666.240	3671.640	of these pictures of available for you
3668.340	3674.790	sexually well 77 million any or 77
3671.640	3679.920	million and then it says and but would
3674.790	3681.480	you please give me a credit because
3679.920	3683.490	there's no there's absolutely no way of
3681.480	3685.080	protecting them and and anyway I don't
3683.490	3686.880	particularly I would never know if
3685.080	3689.850	anybody used them because I'm never
3686.880	3693.810	gonna see more than 200,000 of them in
3689.850	3695.310	my life so that's a lot 200,000 and well
3693.810	3697.140	it's probably the exaggeration I mean
3695.310	3699.510	with us we have the issue that we're
3697.140	3701.930	building these systems that players then
3699.510	3703.980	use to build content themselves and
3701.930	3706.290	infrequently other players will take
3703.980	3707.700	that content make something else you
3706.290	3709.770	know we had like in the last version of
3707.700	3711.690	the Sims a machinima tool to where
3709.770	3713.100	players can make movies frequently they
3711.690	3714.870	were downloading other players creations
3713.100	3716.490	their characters or houses to make the
3714.870	3718.590	movies and so we have so many different
3716.490	3721.260	layers of authorship yes at some point
3718.590	3722.790	it gets just horrendously complex you
3721.260	3723.710	know well it's been like that in music
3722.790	3725.720	mouth
3723.710	3729.109	fifteen or twenty years you know I mean
3725.720	3730.520	of course the record that I made in this
3729.109	3733.270	city actually my life in the bush of
3730.520	3736.280	ghosts is a very good example of a
3733.270	3738.920	complex authorship problem because I'm
3736.280	3741.109	on that record I used other recordings
3738.920	3743.390	it was unusual learned to do that but I
3741.109	3748.130	used other recordings as my lead
3743.390	3751.099	vocalists preachers or people and get
3748.130	3752.839	permission and well I at that time of
3751.099	3754.190	course we didn't do that kind of thing
3752.839	3756.079	because nobody knew there was gonna be
3754.190	3759.470	any money in it it sounded so weird at
3756.079	3762.859	the time yeah so so I did apply for
3759.470	3766.460	permission and in fact when the record
3762.859	3768.349	was mastered and ready to go one of
3766.460	3771.319	those permissions was refused and we had
3768.349	3773.180	to junk all the records we've made and
3771.319	3775.550	all the covers and put another track on
3773.180	3777.800	in its place we actually do that three
3775.550	3778.970	times actually what one interesting side
3777.800	3780.980	effect of this whole thing that I found
3778.970	3783.050	is that it puts us in terms of
3780.980	3784.430	commercial companies producing stuff in
3783.050	3786.589	a position to where there are certain
3784.430	3788.000	things we cannot do but our fans can do
3786.589	3789.290	because they're not doing it for
3788.000	3790.940	commercial gain and they're basically
3789.290	3793.849	under the radar doing grassroots stuff
3790.940	3795.230	so they can build content and grab stuff
3793.849	3797.930	and collect it and make these kind of
3795.230	3799.280	remix things and then put them on their
3797.930	3801.619	website so we could never put on our
3799.280	3803.270	website so in some sense it gives the
3801.619	3805.069	fan communities a whole reason to exist
3803.270	3807.980	because they're come under the radar of
3805.069	3809.960	this legal issue actually we we just
3807.980	3812.660	have another interesting example of this
3809.960	3813.770	going at the moment them so my life in
3812.660	3817.430	the bush of ghosts has just been
3813.770	3819.200	re-released and the record company with
3817.430	3820.670	that usual flash of brilliance that
3819.200	3823.430	record companies show when you re
3820.670	3825.829	release a record since let's put some
3823.430	3828.650	remixes on it as though nobody had ever
3825.829	3830.450	thought of that ever before and of
3828.650	3832.730	course it always happens and they want
3830.450	3837.290	you to put sort of six horrible dodgy
3832.730	3840.410	remixes on your wonderful record David
3837.290	3843.950	Byrne had a much better idea David Burns
3840.410	3845.869	my collaborator on that record which was
3843.950	3848.210	to make a website where we would put the
3845.869	3850.430	individual tracks of some of the records
3848.210	3852.410	you know the guitar part the bass part
3850.430	3854.240	this and that and so on onto a website
3852.410	3856.549	so that anybody could make their own
3854.240	3863.780	remixes and then post them back on the
3856.549	3865.339	site yeah actually I've got some if you
3863.780	3867.710	want to hear them later they they're
3865.339	3869.500	really very good that the remixes that
3867.710	3872.210	people have done they're amazing so much
3869.500	3874.520	what's the URL on that brand where do
3872.210	3878.270	people find that online it's called
3874.520	3882.440	bush of ghosts calm bush - of - ghost
3878.270	3883.819	calm and it's it's fascinating what
3882.440	3885.740	people have done and what's very
3883.819	3889.819	interesting because they all have weird
3885.740	3892.460	names like blast XP and write lobotomy
3889.819	3894.680	and have no idea who anybody is
3892.460	3897.589	there's just this stuff flowing into the
3894.680	3901.099	site and and visitors to the site rate
3897.589	3903.970	it so there's a chart in there you know
3901.099	3906.260	which the things people like best and so
3903.970	3908.119	when people started using the sims to
3906.260	3909.589	tell stories and movies and stuff was
3908.119	3911.599	the first time that is a creator
3909.589	3912.950	I thought the fans were entertaining me
3911.599	3916.849	just as much as I was entertaining them
3912.950	3918.799	yes yes I I wondered seriously about the
3916.849	3921.230	idea of making a whole record like that
3918.799	3924.500	not actually making the record but just
3921.230	3926.299	putting the parts up saying to the rest
3924.500	3930.670	of the world here's some interesting
3926.299	3933.200	bits try sticking them together for me
3930.670	3934.760	okay here's a related question pure
3933.200	3936.290	question it's actually the same question
3934.760	3942.530	from two different people
3936.290	3944.030	dan ancona and a mark live okay the
3942.530	3946.010	first version is there are a lot of
3944.030	3947.990	really interesting political assumptions
3946.010	3950.329	embedded in the simple rules that drive
3947.990	3952.130	Sim City would you ever consider open
3950.329	3955.309	sourcing a version of it so we could
3952.130	3957.319	play with those assumptions and then the
3955.309	3958.970	second question is spore makes a lot of
3957.319	3961.760	political assumptions about the basic
3958.970	3963.140	evolution of civilization it seems what
3961.760	3965.480	do you think about a game where you can
3963.140	3966.890	model various generative politics maybe
3965.480	3971.059	play with fascism
3966.890	3973.339	kisum were you naming okay that's a
3971.059	3976.849	brilliant idea by the way I have to say
3973.339	3978.589	that's like yeah that's uh that would
3976.849	3980.900	certainly be let me go to the first
3978.589	3982.880	question about Sim City is that we have
3980.900	3984.049	looked at giving the players more access
3982.880	3985.250	to the rule structures underneath in
3984.049	3987.500	fact we did a simulation called Sim
3985.250	3989.480	health but I know it sounds terribly
3987.500	3990.559	exciting but it was a model of the
3989.480	3991.549	national health care system where the
3990.559	3993.079	players could actually get under the
3991.549	3995.180	hood and adjust the rules and
3993.079	3996.829	assumptions in fact I think you know
3995.180	3998.089	when people play some city and they get
3996.829	3999.380	to the point of starting to argue with
3998.089	4001.000	the assumptions of the simulation that
3999.380	4002.589	means that the game has been successful
4001.000	4004.809	because they have coalesced in their
4002.589	4006.190	mind the model of the game and how it
4004.809	4008.019	differs from their own viewpoint in some
4006.190	4010.240	sense it helps coalesce their own
4008.019	4012.760	internal assumptions and when they could
4010.240	4015.099	start arguing with it that feels to me
4012.760	4017.410	like a really good result of the game
4015.099	4020.920	now giving people access to the
4017.410	4022.869	underlying algorithms again it's not as
4020.920	4024.010	simple as you might think in that we're
4022.869	4024.940	dealing with these generative systems
4024.010	4026.650	and that we spend a lot of time
4024.940	4028.150	discovering these rules they gave us
4026.650	4032.109	reasonable looking traffic or crime or
4028.150	4033.940	whatever so it would more be the process
4032.109	4035.559	of giving them access to the very
4033.940	4038.400	underlying generative structures and
4035.559	4040.390	letting them discover other rules so
4038.400	4042.369	that's something that would be a very
4040.390	4044.440	different thing than a game in terms of
4042.369	4046.779	open sourcing it we have done that with
4044.440	4048.099	some of our really old stuff and we've
4046.779	4049.480	seen their interesting results
4048.099	4050.740	especially like in college programs when
4049.480	4053.319	people are reprogramming like Sims
4050.740	4054.819	objects and things like that so yes I
4053.319	4056.259	think I'm very open to the idea it's
4054.819	4058.269	probably harder than it sounds for most
4056.259	4060.579	people in terms of Spore and the
4058.269	4061.269	political stuff that would be kind of a
4060.579	4063.089	different direction I think
4061.269	4065.259	civilizations sid meier's civilization
4063.089	4066.789	goes into that area much more thoroughly
4065.259	4067.720	that we can afford to in Spore because
4066.789	4070.089	we're trying to cover so much ground
4067.720	4072.250	spores more about breadth and about
4070.089	4073.660	player creativity than it is about you
4072.250	4075.880	know delving deep into any one
4073.660	4079.329	particular aspect of it later said a
4075.880	4081.519	related question bad Bateman allowing
4079.329	4083.349	that all creativity may be in some form
4081.519	4086.319	derivative Brian this you've said and
4083.349	4088.869	art is about art is the creativity
4086.319	4092.349	inspired by games more akin to fan
4088.869	4095.640	fiction believe - what - fan fiction
4092.349	4098.040	fans of Star Trek making their own
4095.640	4100.320	Star Trek right things like this or
4098.040	4103.110	people writing you know their own
4100.320	4105.300	versions of stories Harry Potter has a
4103.110	4110.760	whole world of other people's versions
4105.300	4112.500	of Harry Potter hmm well I think game
4110.760	4115.440	certain games are allowing more and more
4112.500	4117.210	access to the underlying content where
4115.440	4120.840	players can modify the actual objects
4117.210	4121.770	and in some sense in fact it's kind of
4120.840	4122.880	interesting because we're starting to
4121.770	4124.830	see games not just using his
4122.880	4126.510	entertainment or education but his tools
4124.830	4128.190	of self-expression as I said before
4126.510	4130.080	players are making stories and even
4128.190	4131.220	movies with the Sims you know originally
4130.080	4132.630	these were very simple little stories
4131.220	4134.820	about superheroes but later they got
4132.630	4136.140	very deep very elaborate stories you
4134.820	4138.210	know about their you know
4136.140	4140.520	autobiographical experience is very
4138.210	4143.130	heartfelt things and it was interesting
4140.520	4145.170	to me that something that starts out as
4143.130	4147.300	a piece of entertainment eventually
4145.170	4148.230	becomes a tool for people you know and I
4147.300	4149.700	think kind of what you come out in your
4148.230	4151.230	website you know people are probably
4149.700	4152.460	drawn to that because it feels like you
4151.230	4153.960	know music I'm gonna listen to these
4152.460	4154.920	pieces and some way they start playing
4153.960	4156.660	with them sticking them together like
4154.920	4158.670	Legos and then they start realizing
4156.660	4161.730	creative aspirations well there's a
4158.670	4164.640	couple of questions your will and are
4161.730	4168.840	you aware of sort of SimCity being used
4164.640	4171.390	by real urban planners are you things
4168.840	4173.190	that behaviors that people have
4171.390	4179.190	developed in the Sims that they then go
4173.190	4180.810	out and try and real live you know one
4179.190	4182.640	of the things that we've discovered it
4180.810	4185.160	and you know this very well is the fact
4182.640	4186.150	that we thought back in the sixties when
4185.160	4187.380	computers came out that we could
4186.150	4189.060	simulate the world if we just had enough
4187.380	4191.280	data and we had no elaborate enough
4189.060	4192.630	algorithms but later we discovered this
4191.280	4194.160	thing called chaos theory which says
4192.630	4195.960	that you know basically interesting
4194.160	4198.090	systems are inherently unpredictable and
4195.960	4199.440	we have very severe limits on the
4198.090	4202.530	predictability of things like weather
4199.440	4204.990	and social systems and economies and for
4202.530	4206.580	that reason a model like SimCity no
4204.990	4207.720	matter how elaborate you make it no
4206.580	4209.070	matter what type of supercomputer you
4207.720	4211.650	run it on has fairly limited
4209.070	4213.600	productivity value and they're making
4211.650	4216.780	much better as descriptive models and
4213.600	4218.130	we're educational models so I know a lot
4216.780	4220.320	of planners have used SimCity to
4218.130	4222.630	introduce other planners to GIS systems
4220.320	4224.100	geographic information systems just the
4222.630	4225.450	idea of you know basically digital
4224.100	4226.590	access to the content that they were
4225.450	4228.660	normally dealing with on paper
4226.590	4231.030	and it also allows people to kind of get
4228.660	4232.950	its some sense of the underlying
4231.030	4237.690	dynamics of a city in a very simplistic
4232.950	4239.850	caricature fashion but we've seen people
4237.690	4242.070	go the other way where they take aspects
4239.850	4243.270	in the real life their real city and
4242.070	4245.970	then model them and things like the
4243.270	4247.950	sounds or in some city one of the things
4245.970	4249.240	that we have a lot of girl players for
4247.950	4251.190	the sims in fact over half the players
4249.240	4253.860	are female and one things I hear so
4251.190	4255.900	often is like fifteen-year-old girls
4253.860	4257.970	they put their themselves in the game
4255.900	4258.990	and their boyfriends and simulate their
4257.970	4261.060	interactions and they go tell their
4258.990	4264.780	boyfriend what happened their symboi
4261.060	4266.550	friend did to them and I think it's more
4264.780	4267.600	to hear his reaction to the fact that he
4266.550	4270.120	was floating with this person over here
4267.600	4271.500	or whatever but in some sense they
4270.120	4274.920	treated kind of almost is a voodoo doll
4271.500	4276.060	or a spreadsheet you know for why but I
4274.920	4277.620	tend to think of it more is it's a
4276.060	4279.210	scaffolding for their imagination these
4277.620	4280.530	are things they might imagine anyway but
4279.210	4284.580	the game just becomes a scaffolding for
4280.530	4289.500	it here's a question from Ken pon Tech
4284.580	4297.180	where are you how come I never have it
4289.500	4299.400	enough time what I thought that was you
4297.180	4302.040	talking what me to probably everybody
4299.400	4303.630	here and one of the issues is is playing
4302.040	4305.430	with time you're doing it with music in
4303.630	4307.410	some ways taking people into a timeless
4305.430	4309.470	place with the least the ambient music a
4307.410	4313.830	non narrative non beginning middle end
4309.470	4315.030	non time event but these games will that
4313.830	4318.240	you're designing and others are
4315.030	4320.400	designing seem to compress time and a
4318.240	4322.530	whole lot happens you're not necessarily
4320.400	4324.480	in a narrative sense but a whole lot
4322.530	4326.250	happens in a relatively short time
4324.480	4329.370	you're taking these creatures from
4326.250	4332.310	spores to space in a matter of I don't
4329.370	4335.040	know days that doesn't usually happen in
4332.310	4338.340	the real world as far as we know well I
4335.040	4341.880	think the experience of time is very
4338.340	4343.560	very elastic indeed if any of you have
4341.880	4346.800	ever been involved in a serious accident
4343.560	4351.180	and had that experience of your life
4346.800	4353.100	rushing before you and you know a one
4351.180	4355.710	second or a half second actually
4353.100	4357.630	occupies an enormous amount of time you
4355.710	4358.030	can see every detail unfolding in that
4357.630	4360.340	house
4358.030	4362.800	and when I got this cut on my head that
4360.340	4366.550	that was getting hit by a London taxi
4362.800	4370.140	there very heavy I can tell you I cut
4366.550	4372.970	knocked over by one but I was so
4370.140	4375.970	fascinated by the fact that so much had
4372.970	4380.080	happened in my mind that in the hospital
4375.970	4382.030	bed I managed to write a 10-page piece
4380.080	4384.580	about everything that had happened in
4382.030	4386.350	that half second right yes it was a bit
4384.580	4391.810	like those physicists who deal with the
4386.350	4392.950	first three nanoseconds all right do you
4391.810	4395.080	think when you do your music do you
4392.950	4397.030	imagine the perception that you're gonna
4395.080	4399.160	give the listener of time what does the
4397.030	4400.210	ambient stuff stretch time for people I
4399.160	4402.640	think so yes
4400.210	4404.050	yes I well that's that's what it does
4402.640	4406.960	for me and I hope it does it for other
4404.050	4409.650	people it it kind of smoothes time
4406.960	4413.410	actually it stops it being jerky and
4409.650	4416.290	urgent and discontinuous it it's like a
4413.410	4419.230	regular whale it it smoothes it and
4416.290	4421.240	makes it into a continuous thing just
4419.230	4424.180	for a bit I tend to think of you know
4421.240	4425.950	games and even storytelling as almost
4424.180	4427.750	technologies for us dealing with time
4425.950	4430.660	because we're basically our perceptions
4427.750	4431.920	are embedded in the time stream we never
4430.660	4433.870	have the opportunity to go back in the
4431.920	4435.610	past but things things like storytelling
4433.870	4437.500	you know if I come out of the cave and a
4435.610	4439.540	tiger almost eats me I can go back and
4437.500	4440.590	tell you and you never experience that
4439.540	4442.240	but the next time you leave the cave
4440.590	4443.470	you're gonna look out for that tiger you
4442.240	4445.960	know basically I have taken this
4443.470	4448.240	experience out of time displaced it into
4445.960	4450.190	you and you had that experience yes and
4448.240	4451.780	in games you know players can restart a
4450.190	4454.090	level try new options explore that
4451.780	4456.040	possibility space and so these are you
4454.090	4457.480	know tools that we also use our
4456.040	4458.620	imagination for all the time as we're
4457.480	4460.960	building models and you know kind of
4458.620	4462.550	running scenarios in our head all of us
4460.960	4463.630	dealing with the fact the simple fact
4462.550	4465.700	that we are embedded in the timestream
4463.630	4466.300	and we do not have mobility through it
4465.700	4468.100	mm-hmm
4466.300	4470.530	but you know in the type of stuff you do
4468.100	4471.760	I think you do have almost a throttle in
4470.530	4473.410	some sense you know I think you're kind
4471.760	4476.700	of throttling the flow of time for the
4473.410	4479.320	listener mm-hmm yes and of course if you
4476.700	4481.510	you do that with rhythm no end you know
4479.320	4484.120	you you do it by subdividing rhythm and
4481.510	4485.800	by missing out beeps where they ought to
4484.120	4486.690	be that that really increases the
4485.800	4488.400	experience
4486.690	4490.739	I think it's like your punctuating time
4488.400	4493.560	yes you create a grid and then you you
4490.739	4494.910	don't observe it you miss certain parts
4493.560	4497.850	out of the grid and that gives a very
4494.910	4499.830	funny feeling of a huge hole it feels
4497.850	4502.469	it's like that feeling when one of your
4499.830	4503.940	teeth breaks you feel its enormous hole
4502.469	4505.800	in your mouth just because you're so
4503.940	4508.469	familiar with what should be there you
4505.800	4510.180	can do that with rhythm I think as well
4508.469	4512.040	it does the blank space that really
4510.180	4514.440	defines yeah that's what reggae is all
4512.040	4516.840	about actually reggae is about creating
4514.440	4520.440	great big holes where you expect there
4516.840	4522.989	to be beats really Brian watch it q up
4520.440	4524.880	one of those pieces that have come on on
4522.989	4525.390	your website well I asked another
4524.880	4527.430	question
4525.390	4530.010	I know even though they do these things
4527.430	4532.350	at once from Kevin Kelly how these
4530.010	4534.090	generative systems changed your sense of
4532.350	4536.449	long-term thinking that's a question for
4534.090	4536.449	both of you
4536.870	4541.260	sorry what's that question how these
4539.280	4544.770	generative systems changed your sense of
4541.260	4546.750	long-term thinking males aren't very
4544.770	4549.030	good at multitasking you know putting a
4546.750	4558.270	CD on completely occupies all of my
4549.030	4563.880	brain well of course a lot of the pieces
4558.270	4565.920	I've done have been effectively infinite
4563.880	4567.810	which which is very interesting to make
4565.920	4570.239	pieces of music that know what nobody
4567.810	4572.100	will ever hear the whole of so I sort of
4570.239	4575.340	liked that idea I used to when I used to
4572.100	4577.530	do one period doing installations I
4575.340	4580.110	would you know the way in art galleries
4577.530	4582.510	they always say dimensions of everything
4580.110	4585.239	they say so this piece nineteen feet six
4582.510	4588.690	inches by eleven foot nine and then I
4585.239	4592.489	would say music estimated length six
4588.690	4592.489	thousand four hundred and ten years
4594.260	4599.730	so does that give you a better
4596.340	4601.350	perspective on the basically the ratio
4599.730	4603.210	we talked earlier about the compression
4601.350	4605.510	ratio between the simplest you know set
4603.210	4607.680	of rules generating these huge amounts
4605.510	4609.060	and some since it seems like that's kind
4607.680	4610.620	of what you're alluding to there is the
4609.060	4612.420	back to these simple little loops you
4610.620	4614.640	know out-of-phase in fact will not
4612.420	4616.949	repeat for 67,000 years or whatever it
4614.640	4619.500	is yeah it's so it's so elegant I think
4616.949	4621.510	it's so it's so economical I mean
4619.500	4623.130	especially with the shows I do in
4621.510	4625.469	galleries I nearly always show people
4623.130	4628.800	exactly how the trick is done there's
4625.469	4632.489	normally six or ten CD players each one
4628.800	4634.949	playing its own CD and the CDs aren't
4632.489	4637.890	synchronized so this is one of the bush
4634.949	4641.400	of ghosts remixes by the way so one of
4637.890	4645.480	the fans made this yeah I think for me
4641.400	4646.860	the as I played with these generative
4645.480	4649.500	systems and try to simulate more and
4646.860	4651.650	more aspects of the world I've see the
4649.500	4654.000	kind of world around me now as both
4651.650	4655.230	simpler and more complex than I which
4654.000	4657.090	they thought you know I do bridge
4655.230	4659.699	initely thought of it as being under
4657.090	4661.350	light but these fairly complex rules you
4659.699	4663.989	know that had some kind of finite space
4661.350	4665.489	to them now I actually see the world as
4663.989	4667.800	being built out of these incredibly
4665.489	4669.180	simple little things interacting that
4667.800	4671.130	are actually driving a much higher level
4669.180	4673.890	of complexity than I really thought yes
4671.130	4675.900	exactly so that so the rules are simpler
4673.890	4678.449	but the outcomes are much much more
4675.900	4679.380	lurid than one had ever imagined right
4678.449	4680.940	and it's not a straightforward
4679.380	4682.949	transposition of some of these simple
4680.940	4685.560	rules to that outcome yeah it's a very
4682.949	4687.660	magical very counterintuitive thing
4685.560	4690.360	that's that was the thing that most
4687.660	4692.370	attracted me about life that one of
4690.360	4695.880	those cellular automata I remember when
4692.370	4698.550	I lived in San Francisco in 1980 they
4695.880	4700.830	had a very primitive version of life on
4698.550	4701.940	a computer at the Exploratorium I
4700.830	4704.969	remember that yeah
4701.940	4707.420	I used to go there every day I used to
4704.969	4712.020	fight people off it well he's annoying
4707.420	4713.130	annoying children would come and what if
4712.020	4714.989	they had it ringing hardware they'd
4713.130	4716.520	actually built a hardware machine so it
4714.989	4718.409	wasn't even being run software seems
4716.520	4721.620	like extremely fast for a wife at the
4718.409	4723.570	time it was fantastic and I I got to
4721.620	4726.080	know this thing so well then I
4723.570	4730.830	eventually was appointed as an explainer
4726.080	4733.080	a kind of honorary most ways just sorry
4730.830	4735.060	because I didn't want to get get off it
4733.080	4737.250	but what fascinated me was the
4735.060	4739.530	counterintuitive nature of it because I
4737.250	4741.659	you know if you're an artist you sort of
4739.530	4743.310	flatter yourself with this idea that you
4741.659	4746.070	know your intuition you work with your
4743.310	4748.219	intuition and here was a situation where
4746.070	4751.050	your intuition was absolutely useless
4748.219	4752.370	and making predictions yeah and it was
4751.050	4753.989	that disconnect between these simple
4752.370	4756.150	things door was a very suitable
